FileName,Model,CreateDate,Match,Orientation,tags,Composite:Aperture,Composite:CircleOfConfusion,Composite:DepthMapTiff,Composite:FOV,Composite:FocalLength35efl,Composite:GPSAltitude,Composite:GPSDateTime,Composite:GPSLatitude,Composite:GPSLongitude,Composite:GPSPosition,Composite:HyperfocalDistance,Composite:ImageSize,Composite:LensID,Composite:LightValue,Composite:Megapixels,Composite:RunTimeSincePowerUp,Composite:ScaleFactor35efl,Composite:ShutterSpeed,Composite:SubSecCreateDate,Composite:SubSecDateTimeOriginal,Composite:SubSecModifyDate,EXIF:ApertureValue,EXIF:BrightnessValue,EXIF:ColorSpace,EXIF:CompositeImage,EXIF:CompositeImageCount,EXIF:CompositeImageExposureTimes,EXIF:Compression,EXIF:CreateDate,EXIF:CustomRendered,EXIF:DateTimeOriginal,EXIF:DigitalZoomRatio,EXIF:ExifImageHeight,EXIF:ExifImageWidth,EXIF:ExifVersion,EXIF:ExposureCompensation,EXIF:ExposureMode,EXIF:ExposureProgram,EXIF:ExposureTime,EXIF:FNumber,EXIF:Flash,EXIF:FlashpixVersion,EXIF:FocalLength,EXIF:FocalLengthIn35mmFormat,EXIF:GPSAltitude,EXIF:GPSAltitudeRef,EXIF:GPSDateStamp,EXIF:GPSDestBearing,EXIF:GPSDestBearingRef,EXIF:GPSHPositioningError,EXIF:GPSImgDirection,EXIF:GPSImgDirectionRef,EXIF:GPSLatitude,EXIF:GPSLatitudeRef,EXIF:GPSLongitude,EXIF:GPSLongitudeRef,EXIF:GPSSpeed,EXIF:GPSSpeedRef,EXIF:GPSTimeStamp,EXIF:HostComputer,EXIF:ISO,EXIF:ImageHeight,EXIF:ImageUniqueID,EXIF:ImageWidth,EXIF:LensInfo,EXIF:LensMake,EXIF:LensModel,EXIF:Make,EXIF:MaxApertureValue,EXIF:MeteringMode,EXIF:Model,EXIF:ModifyDate,EXIF:OffsetTime,EXIF:OffsetTimeDigitized,EXIF:OffsetTimeOriginal,EXIF:Orientation,EXIF:ResolutionUnit,EXIF:SceneCaptureType,EXIF:SceneType,EXIF:SensingMethod,EXIF:ShutterSpeedValue,EXIF:Software,EXIF:SubSecTime,EXIF:SubSecTimeDigitized,EXIF:SubSecTimeOriginal,EXIF:SubjectArea,EXIF:ThumbnailImage,EXIF:ThumbnailLength,EXIF:ThumbnailOffset,EXIF:WhiteBalance,EXIF:XResolution,EXIF:YCbCrPositioning,EXIF:YResolution,ExifTool:ExifToolVersion,File:BitsPerSample,File:ColorComponents,File:Directory,File:EncodingProcess,File:ExifByteOrder,File:FileAccessDate,File:FileInodeChangeDate,File:FileModifyDate,File:FileName,File:FilePermissions,File:FileSize,File:FileType,File:FileTypeExtension,File:ImageHeight,File:ImageWidth,File:MIMEType,File:YCbCrSubSampling,ICC_Profile:AToB0,ICC_Profile:BToA0,ICC_Profile:BlueMatrixColumn,ICC_Profile:BlueTRC,ICC_Profile:CMMFlags,ICC_Profile:ChromaticAdaptation,ICC_Profile:ColorPrimaries,ICC_Profile:ColorSpaceData,ICC_Profile:ConnectionSpaceIlluminant,ICC_Profile:DeviceAttributes,ICC_Profile:DeviceManufacturer,ICC_Profile:GrayTRC,ICC_Profile:GreenMatrixColumn,ICC_Profile:GreenTRC,ICC_Profile:HDGainMapInfo,ICC_Profile:Luminance,ICC_Profile:MatrixCoefficients,ICC_Profile:MediaWhitePoint,ICC_Profile:PrimaryPlatform,ICC_Profile:ProfileCMMType,ICC_Profile:ProfileClass,ICC_Profile:ProfileConnectionSpace,ICC_Profile:ProfileCopyright,ICC_Profile:ProfileCreator,ICC_Profile:ProfileDateTime,ICC_Profile:ProfileDescription,ICC_Profile:ProfileDescriptionML,ICC_Profile:ProfileDescriptionML-ar-EG,ICC_Profile:ProfileDescriptionML-ca-ES,ICC_Profile:ProfileDescriptionML-cs-CZ,ICC_Profile:ProfileDescriptionML-da-DK,ICC_Profile:ProfileDescriptionML-de-DE,ICC_Profile:ProfileDescriptionML-el-GR,ICC_Profile:ProfileDescriptionML-es-ES,ICC_Profile:ProfileDescriptionML-fi-FI,ICC_Profile:ProfileDescriptionML-fr-FU,ICC_Profile:ProfileDescriptionML-he-IL,ICC_Profile:ProfileDescriptionML-hr-HR,ICC_Profile:ProfileDescriptionML-hu-HU,ICC_Profile:ProfileDescriptionML-it-IT,ICC_Profile:ProfileDescriptionML-ja-JP,ICC_Profile:ProfileDescriptionML-ko-KR,ICC_Profile:ProfileDescriptionML-nb-NO,ICC_Profile:ProfileDescriptionML-nl-NL,ICC_Profile:ProfileDescriptionML-pl-PL,ICC_Profile:ProfileDescriptionML-pt-BR,ICC_Profile:ProfileDescriptionML-pt-PO,ICC_Profile:ProfileDescriptionML-ro-RO,ICC_Profile:ProfileDescriptionML-ru-RU,ICC_Profile:ProfileDescriptionML-sk-SK,ICC_Profile:ProfileDescriptionML-sv-SE,ICC_Profile:ProfileDescriptionML-th-TH,ICC_Profile:ProfileDescriptionML-tr-TR,ICC_Profile:ProfileDescriptionML-uk-UA,ICC_Profile:ProfileDescriptionML-vi-VN,ICC_Profile:ProfileDescriptionML-zh-CN,ICC_Profile:ProfileDescriptionML-zh-TW,ICC_Profile:ProfileFileSignature,ICC_Profile:ProfileID,ICC_Profile:ProfileVersion,ICC_Profile:RedMatrixColumn,ICC_Profile:RedTRC,ICC_Profile:RenderingIntent,ICC_Profile:TransferCharacteristics,ICC_Profile:VideoFullRangeFlag,MPF:DependentImage1EntryNumber,MPF:DependentImage2EntryNumber,MPF:MPFVersion,MPF:MPImage2,MPF:MPImageFlags,MPF:MPImageFormat,MPF:MPImageLength,MPF:MPImageStart,MPF:MPImageType,MPF:NumberOfImages,MakerNotes:AEAverage,MakerNotes:AEStable,MakerNotes:AETarget,MakerNotes:AFConfidence,MakerNotes:AFMeasuredDepth,MakerNotes:AFPerformance,MakerNotes:AFStable,MakerNotes:AccelerationVector,MakerNotes:CameraType,MakerNotes:ColorTemperature,MakerNotes:DepthMapData,MakerNotes:DepthMapHeight,MakerNotes:DepthMapName,MakerNotes:DepthMapWidth,MakerNotes:EmbeddedImage,MakerNotes:EmbeddedImageName,MakerNotes:FocusDistanceRange,MakerNotes:FocusPosition,MakerNotes:HDRGain,MakerNotes:HDRHeadroom,MakerNotes:ImageCaptureType,MakerNotes:LivePhotoVideoIndex,MakerNotes:LuminanceNoiseAmplitude,MakerNotes:MCCData,MakerNotes:MakerNoteVersion,MakerNotes:OISMode,MakerNotes:PhotoIdentifier,MakerNotes:PhotosAppFeatureFlags,MakerNotes:RunTimeEpoch,MakerNotes:RunTimeFlags,MakerNotes:RunTimeScale,MakerNotes:RunTimeValue,MakerNotes:SignalToNoiseRatio,MakerNotes:TimeStamp,Option,QuickTime:AuxiliaryImageType,QuickTime:AverageFrameRate,QuickTime:BitDepthChroma,QuickTime:BitDepthLuma,QuickTime:ChromaFormat,QuickTime:ColorPrimaries,QuickTime:ColorProfiles,QuickTime:CompatibleBrands,QuickTime:ConstantFrameRate,QuickTime:ConstraintIndicatorFlags,QuickTime:GenProfileCompatibilityFlags,QuickTime:GeneralLevelIDC,QuickTime:GeneralProfileIDC,QuickTime:GeneralProfileSpace,QuickTime:GeneralTierFlag,QuickTime:HEVCConfigurationVersion,QuickTime:HandlerType,QuickTime:ImagePixelDepth,QuickTime:ImageSpatialExtent,QuickTime:MajorBrand,QuickTime:MatrixCoefficients,QuickTime:MediaDataOffset,QuickTime:MediaDataSize,QuickTime:MetaImageSize,QuickTime:MinSpatialSegmentationIDC,QuickTime:MinorVersion,QuickTime:NumTemporalLayers,QuickTime:ParallelismType,QuickTime:PrimaryItemReference,QuickTime:Rotation,QuickTime:TemporalIDNested,QuickTime:TransferCharacteristics,QuickTime:VideoFullRangeFlag,SourceFile,Tags,XMP:Accuracy,XMP:AuxiliaryImageSubType,XMP:AuxiliaryImageType,XMP:CreateDate,XMP:CreatorTool,XMP:DateCreated,XMP:DepthDataVersion,XMP:DirectoryItemLength,XMP:DirectoryItemMime,XMP:DirectoryItemSemantic,XMP:EffectStrength,XMP:ExtrinsicMatrix,XMP:Filtered,XMP:FloatMaxValue,XMP:FloatMinValue,XMP:HDRGainMapHeadroom,XMP:HDRGainMapVersion,XMP:IntMaxValue,XMP:IntMinValue,XMP:IntrinsicMatrix,XMP:IntrinsicMatrixReferenceHeight,XMP:IntrinsicMatrixReferenceWidth,XMP:InverseLensDistortionCoefficients,XMP:LensDistortionCenterOffsetX,XMP:LensDistortionCenterOffsetY,XMP:LensDistortionCoefficients,XMP:ModifyDate,XMP:NativeFormat,XMP:PixelSize,XMP:PortraitEffectsMatteVersion,XMP:Quality,XMP:RegionAppliedToDimensionsH,XMP:RegionAppliedToDimensionsUnit,XMP:RegionAppliedToDimensionsW,XMP:RegionAreaH,XMP:RegionAreaUnit,XMP:RegionAreaW,XMP:RegionAreaX,XMP:RegionAreaY,XMP:RegionExtensionsAngleInfoRoll,XMP:RegionExtensionsAngleInfoYaw,XMP:RegionExtensionsConfidenceLevel,XMP:RegionExtensionsFaceID,XMP:RegionType,XMP:RenderingParameters,XMP:SemanticSegmentationMatteVersion,XMP:SimulatedAperture,XMP:StoredFormat,XMP:Version,XMP:XMPToolkit
IMG_0102.HEIC,iPhone 16 Pro Max,2024:09:20 19:12:24,1,6,"['야간','인물']",2.8,0.000705433938442446,,3.09167811146337,667,34.93365779,2024:09:20 10:12:21Z,37.3893166666667,127.120941666667,37.3893166666667 127.120941666667,124.156404173956,4032 3024,iPhone 16 Pro Max back triple camera 15.66mm f/2.8,1.77820857596528,12.192768,29631.992330791,42.5925930005676,0.1428571429,2024:09:20 19:12:24.864+09:00,2024:09:20 19:12:24.864+09:00,2024:09:20 19:12:24+09:00,2.79999995406051,-3.187517558,65535,3,10 0,0 1.683344962 0 0.25 0 0.1333349943 0 0,,2024:09:20 19:12:24,,2024:09:20 19:12:24,5.558823529,3024,4032,232,-0.04296875,0,2,0.1428571429,2.8,16,,15.65999985,667,34.93365779,0,2024:09:20,356.4224548,T,12.86726629,356.4224548,T,37.3893166666667,N,127.120941666667,E,0.0115601522,K,10:12:21,iPhone 16 Pro Max,1600,,,,2.220000029 15.65999985 1.779999971 2.8,Apple,iPhone 16 Pro Max back triple camera 15.66mm f/2.8,Apple,,5,iPhone 16 Pro Max,2024:09:20 19:12:24,+09:00,+09:00,+09:00,6,2,,1,2,0.13333500000307,18.0,,864,864,715 1643 797 806,,,,0,72,,72,13.1,,,./data/contests/1,,MM,2025:01:30 00:39:26+09:00,2025:01:26 23:24:30+09:00,2024:09:20 19:12:24+09:00,IMG_0102.HEIC,100700,501909,HEIC,HEIC,3024,4032,image/heic,,"(Binary data 6412 bytes, use -b option to extract)","(Binary data 6412 bytes, use -b option to extract)",0.1571 0.06657 0.78407,"(Binary data 32 bytes, use -b option to extract)",0,1.04788 0.02292 -0.0502 0.02959 0.99048 -0.01706 -0.00923 0.01508 0.75168,12,RGB ,0.9642 1 0.82491,0 0,APPL,"(Binary data 14 bytes, use -b option to extract)",0.29198 0.69225 0.04189,"(Binary data 32 bytes, use -b option to extract)","(Binary data 230 bytes, use -b option to extract)",0 100 0,0,0.96419 1 0.82489,APPL,appl,mntr,XYZ ,"Copyright Apple Inc., 2024",appl,2024:01:01 00:00:00,Display P3 Primaries; PQ (Gain Map Preview CF8DEFE05CE70AC0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,31 64 53 107 153 200 153 212 101 68 127 187 51 232 250 22,1024,0.51512 0.2412 -0.00105,"(Binary data 32 bytes, use -b option to extract)",0,16,1,,,,,,,,,,,125,1,124,0,4026,1701 268435468,1,-0.02953504212 -0.9958947904 -0.01405594125,1,4821,,,,,,,0.16015625 0.10546875,54,0.6519531005,1.00999999,11,37681627140,,,15,2,15B92EDD-FE76-42AA-A3CC-F161982BF74E,0,0,1,1000000000,29631992330791,9.291908265,,option1,urn:com:apple:photo:2018:aux:portraiteffectsmatte,0,8,8,1,2,nclx,"['mif1', 'MiHB', 'MiHA', 'heix', 'MiHE', 'MiPr', 'miaf', 'heic', 'tmap']",0,176 0 0 0 0 0,1879048192,63,3,0,0,1,pict,10 10 10,4032 3024,heic,2,22705,479204,0 1287 4032 3024 0 1029 2880 2160 0 515 2016 1512 0 0 64 0 0 15 16960 32 8317 15 16960 65531 32758 15 16960 32 8317 15 16960 13 49887 15 16960 0 10 15 16960 0 10 15 16960,0,0.0.0,1,0,49,0,0,2,1,./data/contests/1/IMG_0102.HEIC,[],,portraiteffectsmatte,depth,,,,,,,,,,,,,4.303376,131072,,,,,,,,,,,1278226488,,65537,,,,,,,,,,,,,,,,65536,,1278226488,,XMP Core 6.0.0
20240920_144415.jpg,Galaxy S24 Ultra,2024:09:20 14:44:15,2,6,"['인물', '망원']",3.4,0.00485965606692973,,17.7917289673572,115,41,,37.5106061997222,127.0596376,37.5106061997222 127.0596376,20.938300936337,4000 3000,,4.79410389870402,12,,6.18279569892473,0.03333333333,2024:09:20 14:44:15.629,2024:09:20 14:44:15.629+09:00,2024:09:20 14:44:15.629+09:00,3.3987399965546,,65535,,,,6,2024:09:20 14:44:15,,2024:09:20 14:44:15,5,3000,4000,220,0,0,2,0.03333333333,3.4,0,100,18.6,115,41,0,,,,,,,37.5106061997222,N,127.0596376,E,,,,,1250,3000,H50XSQE00SM,4000,,,,samsung,3.3987399965546,2,Galaxy S24 Ultra,2024:09:20 14:44:15,+09:00,,+09:00,6,2,0,,,0.977159968436504,S928NKSU3AXH7,629,629,629,,"(Binary data 56741 bytes, use -b option to extract)",56741,996,0,72,1,72,13.1,8,3,./data/contests/1,0,II,2025:01:30 00:39:19+09:00,2025:01:27 01:11:48+09:00,2024:09:20 14:44:17+09:00,20240920_144415.jpg,100700,4046085,JPEG,JPG,3000,4000,image/jpeg,2 2,,,0.15718 0.06659 0.78455,"(Binary data 32 bytes, use -b option to extract)",0,1.04781 0.02289 -0.05013 0.02954 0.99048 -0.01704 -0.00923 0.01505 0.75214,,RGB ,0.9642 1 0.82491,0 0,SEC,,0.29195 0.69223 0.04189,"(Binary data 32 bytes, use -b option to extract)",,,,0.9642 1 0.82491,SEC,,mntr,XYZ ,"Copyright (c) 2022 Samsung Electronics Co., Ltd.",SEC,2022:07:01 00:00:00,DCI-P3 D65 Gamut with sRGB Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1072,0.51508 0.24117 -0.00105,"(Binary data 32 bytes, use -b option to extract)",0,,,0,0,100,"(Binary data 34737 bytes, use -b option to extract)",0,0,34737,4011092,0,2,,,,,,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,2024:09:20 14:44:15.629+09:00,option1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/contests/1/20240920_144415.jpg,[],,,,,,,,34737,"['image/jpeg', 'image/jpeg']","['Primary', 'GainMap']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Adobe XMP Core 5.1.2
20240920_191313.jpg,Galaxy S24 Ultra,2024:09:20 19:13:13,3,6,['야간'],3.4,0.00485965606692973,,17.7917289673572,115,50,,37.3893350997222,127.1209881,37.3893350997222 127.1209881,20.938300936337,4000 3000,,3.11603199337498,12,,6.18279569892473,0.06666666667,2024:09:20 19:13:13.549,2024:09:20 19:13:13.549+09:00,2024:09:20 19:13:13.549+09:00,3.3987399965546,,65535,,,,6,2024:09:20 19:13:13,,2024:09:20 19:13:13,30,3000,4000,220,0,0,2,0.06666666667,3.4,0,100,18.6,115,50,0,,,,,,,37.3893350997222,N,127.1209881,E,,,,,2000,3000,H50XSQE00SM,4000,,,,samsung,3.3987399965546,2,Galaxy S24 Ultra,2024:09:20 19:13:13,+09:00,,+09:00,6,2,0,,,0.95484160390821,S928NKSU3AXH7,549,549,549,,"(Binary data 34253 bytes, use -b option to extract)",34253,996,0,72,1,72,13.1,8,3,./data/contests/1,0,II,2025:01:30 00:39:19+09:00,2025:01:26 23:24:30+09:00,2024:09:20 19:13:15+09:00,20240920_191313.jpg,100700,1338274,JPEG,JPG,3000,4000,image/jpeg,2 2,,,0.15718 0.06659 0.78455,"(Binary data 32 bytes, use -b option to extract)",0,1.04781 0.02289 -0.05013 0.02954 0.99048 -0.01704 -0.00923 0.01505 0.75214,,RGB ,0.9642 1 0.82491,0 0,SEC,,0.29195 0.69223 0.04189,"(Binary data 32 bytes, use -b option to extract)",,,,0.9642 1 0.82491,SEC,,mntr,XYZ ,"Copyright (c) 2022 Samsung Electronics Co., Ltd.",SEC,2022:07:01 00:00:00,DCI-P3 D65 Gamut with sRGB Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1072,0.51508 0.24117 -0.00105,"(Binary data 32 bytes, use -b option to extract)",0,,,0,0,100,"(Binary data 15051 bytes, use -b option to extract)",0,0,15051,1323006,0,2,,,,,,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,2024:09:20 19:13:13.549+09:00,option1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/contests/1/20240920_191313.jpg,[],,,,,,,,15051,"['image/jpeg', 'image/jpeg']","['Primary', 'GainMap']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Adobe XMP Core 5.1.2
IMG_0036.HEIC,iPhone 16 Pro Max,2024:09:20 14:44:22,2,6,"['인물', '망원']",2.8,0.00392103697450926,,17.0615456311673,120,53.26,2024:09:20 05:44:17.04Z,37.5100055555556,127.060127777778,37.5100055555556 127.060127777778,22.3369842591825,4032 3024,iPhone 16 Pro Max back triple camera 15.66mm f/2.8,4.23388806031855,12.192768,15167.526493125,7.66283532244095,0.03333333333,2024:09:20 14:44:22.360+09:00,2024:09:20 14:44:22.360+09:00,2024:09:20 14:44:22+09:00,2.79999995406051,-0.1767771235,65535,2,,,,2024:09:20 14:44:22,,2024:09:20 14:44:22,,3024,4032,232,0,0,2,0.03333333333,2.8,16,,15.65999985,120,53.26,0,2024:09:20,88.9693298,T,59.85604993,88.9693298,T,37.5100055555556,N,127.060127777778,E,0,K,05:44:17.04,iPhone 16 Pro Max,1250,,,,2.220000029 15.65999985 2.2 2.8,Apple,iPhone 16 Pro Max back triple camera 15.66mm f/2.8,Apple,,5,iPhone 16 Pro Max,2024:09:20 14:44:22,+09:00,+09:00,+09:00,6,2,,1,2,0.0333210001050997,18.0,,360,360,1878 1525 1237 1236,,,,0,72,,72,13.1,,,./data/contests/1,,MM,2025:01:30 00:39:19+09:00,2025:01:27 01:11:44+09:00,2024:09:20 14:44:22+09:00,IMG_0036.HEIC,100700,1596751,HEIC,HEIC,3024,4032,image/heic,,"(Binary data 6412 bytes, use -b option to extract)","(Binary data 6412 bytes, use -b option to extract)",0.1571 0.06657 0.78407,"(Binary data 32 bytes, use -b option to extract)",0,1.04788 0.02292 -0.0502 0.02959 0.99048 -0.01706 -0.00923 0.01508 0.75168,12,RGB ,0.9642 1 0.82491,0 0,APPL,"(Binary data 14 bytes, use -b option to extract)",0.29198 0.69225 0.04189,"(Binary data 32 bytes, use -b option to extract)","(Binary data 290 bytes, use -b option to extract)",0 100 0,0,0.96419 1 0.82489,APPL,appl,mntr,XYZ ,"Copyright Apple Inc., 2024",appl,2024:01:01 00:00:00,Display P3 Primaries; PQ (Gain Map Preview CC54180D79540963),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,108 120 138 188 110 124 107 214 253 217 114 137 201 18 128 147,1024,0.51512 0.2412 -0.00105,"(Binary data 32 bytes, use -b option to extract)",0,16,1,,,,,,,,,,,189,1,214,100,144,131 268435552,1,0.02963506618 -0.9955312018 -0.05849825592,1,3084,,,,,,,2.72265625 0.734375,202,2.021582126,1.00999999,12,2151688244,0.02776538582,,15,,41FDD9B1-E8C3-4D6B-BE3F-2C41AAA3E325,1,0,1,1000000000,15167526493125,19.21874809,,option2,urn:mpeg:hevc:2015:auxid:2,0,8,8,1,12,nclx,"['mif1', 'MiHB', 'MiHA', 'heix', 'MiHE', 'MiPr', 'miaf', 'heic', 'tmap']",0,176 0 0 0 0 0,1879048192,63,3,0,0,1,pict,10 10 10,4032 3024,heic,6,23873,1572878,0 1287 4032 3024 0 1029 2880 2160 0 515 2016 1512 0 0 64 0 0 15 16960 25 52030 15 16960 0 0 15 16960 25 52030 15 16960 10 60460 15 16960 0 10 15 16960 0 10 15 16960,0,0.0.0,1,0,49,0,0,1,1,./data/contests/1/IMG_0036.HEIC,[],relative,portraiteffectsmatte,disparity,2024:09:20 14:44:22,18.0,2024:09:20 14:44:22,65541,,,,0.5,"[1, 0.0, 0.0, 0.0, 1, 0.0, 0.0, 0.0, 1, 0.0, 0.0, 0.0]",TRUE,0.944336,0.160522,3.227528,131072,255,0,"[14398.748046875, 0.0, 0.0, 0.0, 14398.748046875, 0.0, 1975.49072265625, 1498.2188720703125, 1]",3024,4032,"[0.0, '0.11233358830213547', '-0.0016396604478359222', 0.0, 0.0, 0.0, 0.0, 0.0]",2021.0009765625,1487.1380615234400,"[0.0, '-0.10879378765821457', '0.000974514230620116', 0.0, 0.0, 0.0, 0.0, 0.0]",2024:09:20 14:44:22,1751411059,0.00112,65537,high,3024,pixel,4032,"['0.41299999999999998', '0.40999665813421399']","['normalized', 'normalized']","['0.31009523809523809', '0.30692469765684044']","['0.46454761904761904', '0.46293443576925719']","['0.50549999999999995', '0.50300405099340384']",245,352,507,157,"['Face', 'Focus']",UkVORAcAAABIBQAAAQAAAGQAAgAAAAAAZQACAAIAAABmAAEAj8L1PGcAAQDn+6k9aAABAM3MTD1pAAEAMzOzP2oAAQDNzEw9awABAJqZmT5sAAEAAAAAP20AAQAAAChAbgACABQAAABvAAEAzcxMPXAAAQDNzMw8cQABAArXIzxyAAEAzczMPXMAAQDNzMw9dAABAM3MzD51AAEAAABAP3YAAQBmZmY/dwABAJqZmT94AAEAAAAAQHkAAQDNzMw+egABAM3MzD17AAEAAACAP3wAAQAAAABAfQABAAAAAEF+AAEAF7fROH8AAgAyAAAAgAABAAAAgD/IAAEAKVyPPckAAQCamVk/ygABABe3UTksAQEACtcjPC0BAQAXSJI5LgEBADVeuj0vAQEAMzOzPzABAQDgLRA7MQEBAFoMQzoyAQEAAACAPzMBAQAAAIA/kAECADAAAACRAQEA09F2PpIBAQBeHTlBkwEBAKl0xT2UAQEACtcjO5UBAQCPwvU7lgEBAGZmZj+XAQEAAACAP5gBAQAAAAAAmQEBAM3MTD7CAQEAgSfHQMMBAQBlJI9BxAEBAHRoCz/FAQEA0o9OQMYBAQAAACBB8gECAAkAAADzAQIADAAAAPQBAgAJAAAA9QEBAAAAekT2AQEAAAAAAPcBAQBSuJ4++AEBAAAAAED5AQEAAACWQ/oBAQDNzEw9+wEBAM3MzD78AQIAAgAAAP0BAQApXI8+/gEBAAAAwD//AQEAZmZmPwACAgAHAAAAAQIBAAAAgD8CAgEAAAAAAFgCAQAAAJBAWQIBADMzsz9aAgEAAACAQVsCAQCTGIQ/vAIBAAAAAAC9AgEAAAAAACADAgADAAAAIQMBAM3MTL0iAwEACtejPCMDAQDNzEy9JAMBAI/C9T2EAwEAzcxMP4UDAQAAAIA/hgMBAArXIzyHAwEAAAAAAIgDAQDNzMw+iQMBAFg5NDzoAwEAmpmZPukDAQAAAKBA6gMBAJqZmT7rAwEAzcxMP+wDAQAAAIA/7QMBAAAAgD/uAwEAMzMzv+8DAQBmZmY/8AMBAFg5NDzxAwEAAAAAAPIDAQAAAAAA8wMCAMgAAAD0AwEAmpkZP/UDAQCamZk/9gMCABQAAAD3AwEAzczMPvgDAQAAAAAA+QMBAM3MTD/6AwEAAACAP/sDAQAAAAAA/AMBAM3MTD79AwEAAAAAAP4DAQAAAAAA/wMBAJqZmT4ABAIAAgAAAAEEAQAAAAAAAgQBAG8SAzoDBAEAAACAPwQEAQAAAAAABQQBAAAAgD8GBAEAexRuPwcEAQDNzMw+CAQBAGZmBkAJBAEAmpkZPgoEAQDNzAw/CwQBAAAAgD8MBAEAAACAPg0EAQDNzEw+DgQBAM3MzD0PBAEAMzOzPkwEAQAAAAA/TQQBAAAAAABOBAEAAAAAAE8EAQDNzEw+UAQBAM3MTD+wBAIACQAAALEEAgAEAAAAsgQCAAwAAACzBAEAAACAP7QEAQAAAIA/tQQBAJqZGT+2BAEAPQpXP7cEAQAAAADAuAQBAAAAAAC5BAEAAACAv7oEAQC4HgU+uwQBAPLSTT68BAEAmpmZP70EAQAAAAAAvgQCAAAAAAAUBQEAexSuPhUFAQDwp4Y+FgUBAG8SAz0XBQEACtcjPBgFAQAfhWs/GQUBAG8SAz0aBQEAbxKDOhsFAQAxDMM6HAUBADMzsz4dBQEAF7fROx4FAQCPwnU9HwUBAJqZeUAgBQEAhetRPyEFAQCmm0Q7IgUBAAAAAAAjBQEA4XoUPyQFAQDD9ag+JQUBAAAAwD8=,65536,4.5,1278226488,,XMP Core 6.0.0
20240920_191258.jpg,Galaxy S24 Ultra,2024:09:20 19:12:58,1,6,"['야간', '인물']",3.4,0.00485965606692973,,17.7917289673572,115,50,,37.3893350997222,127.1209881,37.3893350997222 127.1209881,20.938300936337,4000 3000,,3.11603199337498,12,,6.18279569892473,0.06666666667,2024:09:20 19:12:58.058,2024:09:20 19:12:58.058+09:00,2024:09:20 19:12:58.058+09:00,3.3987399965546,,65535,,,,6,2024:09:20 19:12:58,,2024:09:20 19:12:58,10,3000,4000,220,0,0,2,0.06666666667,3.4,0,100,18.6,115,50,0,,,,,,,37.3893350997222,N,127.1209881,E,,,,,2000,3000,H50XSQE00SM,4000,,,,samsung,3.3987399965546,2,Galaxy S24 Ultra,2024:09:20 19:12:58,+09:00,,+09:00,6,2,0,,,0.95484160390821,S928NKSU3AXH7,58,58,58,,"(Binary data 52945 bytes, use -b option to extract)",52945,996,0,72,1,72,13.1,8,3,./data/contests/1,0,II,2025:01:30 00:39:19+09:00,2025:01:26 23:25:11+09:00,2024:09:20 19:12:59+09:00,20240920_191258.jpg,100700,2262278,JPEG,JPG,3000,4000,image/jpeg,2 2,,,0.15718 0.06659 0.78455,"(Binary data 32 bytes, use -b option to extract)",0,1.04781 0.02289 -0.05013 0.02954 0.99048 -0.01704 -0.00923 0.01505 0.75214,,RGB ,0.9642 1 0.82491,0 0,SEC,,0.29195 0.69223 0.04189,"(Binary data 32 bytes, use -b option to extract)",,,,0.9642 1 0.82491,SEC,,mntr,XYZ ,"Copyright (c) 2022 Samsung Electronics Co., Ltd.",SEC,2022:07:01 00:00:00,DCI-P3 D65 Gamut with sRGB Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1072,0.51508 0.24117 -0.00105,"(Binary data 32 bytes, use -b option to extract)",0,,,0,0,100,"(Binary data 37060 bytes, use -b option to extract)",0,0,37060,2225001,0,2,,,,,,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,2024:09:20 19:12:58.058+09:00,option2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./data/contests/1/20240920_191258.jpg,[],,,,,,,,37060,"['image/jpeg', 'image/jpeg']","['Primary', 'GainMap']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Adobe XMP Core 5.1.2
